City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,karangsembung,-6.8487,108.6422,304.44,63,14,2.68,ID,1710824569
364,lompoc,34.6391,-120.4579,287.23,92,0,0.0,US,1710824460
365,ulsteinvik,62.3432,5.8487,282.65,74,98,3.9,NO,1710824569
366,mao,39.8885,4.2658,286.46,82,0,3.6,ES,1710824569
367,burang,30.25,81.1667,267.48,38,75,1.79,CN,1710824570
368,pariaman,-0.619,100.12,305.18,73,52,2.88,ID,1710824570
369,acarau,-2.8856,-40.12,299.17,88,100,3.02,BR,1710824492
370,bokhan,53.153,103.7714,275.23,92,85,0.69,RU,1710824570
371,manacapuru,-3.2997,-60.6206,297.19,95,100,1.67,BR,1710824319
372,tucuma,-0.1833,-50.05,297.57,96,100,2.02,BR,1710824510
373,malabar,-33.9667,151.25,303.8,70,40,6.17,AU,1710824571
374,brokopondo,4.75,-55.1667,298.02,82,62,4.36,SR,1710824571
375,kladno,50.1473,14.1029,271.37,86,0,1.54,CZ,1710824418
376,ubinskoye,55.3068,79.6802,270.87,83,100,2.87,RU,1710824571
377,yuzhno-kurilsk,44.0306,145.8556,271.14,74,100,12.33,RU,1710824572
378,kirensk,57.7853,108.1119,274.24,100,100,4.47,RU,1710824572
379,prado,-17.3411,-39.2208,298.19,93,54,2.71,BR,1710824572
380,lubang,13.8584,120.124,299.99,71,78,3.8,PH,1710824572
381,pocatello,42.8713,-112.4455,281.19,60,0,4.92,US,1710824573
382,akrehamn,59.2667,5.1833,278.38,70,100,9.77,NO,1710824573
383,pisco,-13.7,-76.2167,296.18,83,0,4.12,PE,1710824573
384,pokhara,28.2333,83.9833,299.02,11,18,3.48,NP,1710824277
385,rayevskiy,54.0658,54.9468,271.13,94,99,4.5,RU,1710824573
386,kargasok,59.0556,80.8572,268.13,87,100,5.36,RU,1710824573
387,san antonio de pale,-1.4014,5.6325,300.98,82,100,5.09,GQ,1710824563
388,chenzhou,25.8,113.0333,285.21,77,100,1.61,CN,1710824574
389,mount gambier,-37.8333,140.7667,293.76,56,98,5.85,AU,1710824574
390,eirunepe,-6.6603,-69.8736,296.05,99,94,0.99,BR,1710824566
391,papao,-17.75,-149.55,301.97,77,99,3.74,PF,1710824574
392,kovdor,67.5662,30.4758,265.56,94,98,2.69,RU,1710824575
393,san pedro del parana,-26.8333,-56.2,298.93,77,72,2.28,PY,1710824575
394,ungsang-nodongjagu,42.3578,130.4622,276.76,41,99,3.63,KP,1710824575
395,korla,41.7597,86.1469,282.89,26,0,3.73,CN,1710824429
396,jacmel,18.2342,-72.5347,298.3,79,0,0.75,HT,1710824357
397,cudillero,43.5622,-6.1459,286.85,99,100,0.0,ES,1710824576
398,khanty-mansiysk,61.0042,69.0019,266.21,63,0,7.15,RU,1710824576
399,vilhena,-12.7406,-60.1458,294.65,96,96,1.4,BR,1710824222
400,nuuk,64.1835,-51.7216,264.49,86,75,5.14,GL,1710824576
401,gobabis,-22.45,18.9667,293.23,46,69,3.3,NA,1710824576
402,kill devil hills,36.0307,-75.676,282.15,80,100,12.35,US,1710824454
403,ilheus,-14.7889,-39.0494,297.18,90,90,1.28,BR,1710824284
404,lamu,-2.2717,40.902,302.12,74,30,1.91,KE,1710824577
405,chonchi,-42.6128,-73.8092,284.71,96,100,3.52,CL,1710824577
406,port augusta,-32.5,137.7667,298.3,48,35,9.93,AU,1710824557
407,st. john's,47.5649,-52.7093,274.14,97,75,7.2,CA,1710824545
408,la sarre,48.8002,-79.1996,257.79,98,75,1.49,CA,1710824578
409,kaesong,37.9708,126.5544,282.81,60,93,7.14,KP,1710824578
410,san ignacio,17.1561,-89.0714,299.23,89,0,0.0,BZ,1710824578
411,sabha,27.0377,14.4283,286.6,34,0,3.2,LY,1710824474
412,walvis bay,-22.9575,14.5053,294.68,73,100,2.06,NA,1710824579
413,constantia,44.1833,28.65,277.53,86,99,4.52,RO,1710824299
414,ziro,27.6333,93.8333,287.56,30,19,0.19,IN,1710824579
415,srivardhan,18.0333,73.0167,302.37,46,6,4.42,IN,1710824579
416,portland,45.5234,-122.6762,290.43,70,0,0.45,US,1710824346
417,saint-francois,46.4154,3.9054,279.07,100,100,1.03,FR,1710824580
418,salida,37.7058,-121.0849,289.87,74,0,1.54,US,1710824536
419,funafuti,-8.5243,179.1942,300.15,89,75,7.2,TV,1710824580
420,greymouth,-42.4667,171.2,288.83,64,12,1.93,NZ,1710824505
421,edeia,-17.3383,-49.9314,297.05,65,16,0.82,BR,1710824560
422,las tablas,7.7667,-80.2833,298.8,99,68,4.51,PA,1710824581
423,ahtari,62.554,24.0619,266.47,99,84,2.11,FI,1710824581
424,crane,31.3974,-102.3501,284.26,53,87,4.31,US,1710824582
425,galveston,29.3669,-94.9669,289.81,51,42,0.89,US,1710824429
426,cabo san lucas,22.8909,-109.9124,294.68,72,56,1.34,MX,1710824468
427,amalner,21.05,75.0667,304.84,19,5,4.14,IN,1710824582
428,chivhu,-19.0211,30.8922,289.71,85,93,3.72,ZW,1710824582
429,jucas,-6.5253,-39.5275,296.29,97,64,0.96,BR,1710824583
430,labrador city,52.9463,-66.9114,267.1,93,100,2.06,CA,1710824556
431,inhambane,-23.865,35.3833,297.14,88,20,0.0,MZ,1710824583
432,polyarnyy,69.1989,33.4478,271.29,92,100,1.36,RU,1710824584
433,pacific grove,36.6177,-121.9166,286.16,87,7,2.24,US,1710824468
434,gudauta,43.1055,40.6207,283.7,68,65,3.3,GE,1710824584
435,basco,20.4487,121.9702,297.94,69,35,1.73,PH,1710824584
436,arkhangel'sk,64.5401,40.5433,271.0,49,20,5.0,RU,1710824448
437,gwadar,25.1216,62.3254,298.48,57,88,1.45,PK,1710824585
438,puerto lempira,15.2667,-83.7667,298.06,79,100,2.81,HN,1710824585
439,pumiao,22.75,108.4833,292.37,66,100,4.65,CN,1710824585
440,sao tome,0.3365,6.7273,300.04,88,100,4.71,ST,1710824466
441,prince rupert,54.3161,-130.3201,279.98,93,75,1.54,CA,1710824325
442,christchurch,-43.5333,172.6333,289.56,54,58,2.57,NZ,1710824410
443,briey,49.25,5.8333,280.24,78,80,0.95,FR,1710824586
444,mossel bay,-34.1831,22.146,288.11,93,94,2.43,ZA,1710824586
445,kaiyuan,23.6977,103.3037,294.41,45,61,3.23,CN,1710824587
446,bikenibeu village,1.3673,173.1241,303.13,79,75,3.09,KI,1710824587
447,shizuishan,39.2333,106.7694,282.61,12,0,4.49,CN,1710824587
448,puerto gaitan,4.3133,-72.0816,301.49,67,80,1.63,CO,1710824544
449,murzuq,25.9155,13.9184,286.18,34,0,2.28,LY,1710824587
450,nushki,29.5542,66.0215,295.59,21,99,0.18,PK,1710824588
451,port-vila,-17.7338,168.3219,298.93,100,100,1.54,VU,1710824481
452,port moresby,-9.4431,147.1797,302.12,70,95,4.7,PG,1710824404
453,alice springs,-23.7,133.8833,311.05,20,84,6.17,AU,1710824554
454,kulhudhuffushi,6.6221,73.07,301.46,75,11,5.5,MV,1710824588
455,new plymouth,-39.0667,174.0833,286.1,53,12,6.05,NZ,1710824589
456,khorixas,-20.3667,14.9667,298.44,43,51,2.9,NA,1710824589
457,ceeldheer,3.8488,47.1806,302.17,61,40,6.2,SO,1710824589
458,shingu,33.7333,135.9833,284.78,43,99,3.14,JP,1710824589
459,nagqu,31.5,92.0,270.94,48,100,3.49,CN,1710824589
460,svendborg,55.0598,10.6068,274.74,81,68,7.8,DK,1710824590
461,vengerovo,55.6848,76.7471,269.5,85,100,0.58,RU,1710824590
462,ha'il,27.5219,41.6907,289.16,94,40,5.14,SA,1710824590
463,limon,10.0,-83.0333,298.74,86,91,0.34,CR,1710824443
464,sarkand,45.41,79.9186,283.33,57,100,1.09,KZ,1710824590
465,shenjiamen,29.9576,122.298,283.53,71,9,6.54,CN,1710824590
466,perechyn,48.7333,22.4667,273.78,78,11,2.29,UA,1710824591
467,jodhpur,26.2867,73.03,303.16,11,0,3.51,IN,1710824418
468,south venice,27.0531,-82.4243,295.36,83,59,5.36,US,1710824591
469,larache,35.1932,-6.1557,289.81,77,78,0.64,MA,1710824591
470,bijie,27.3125,105.2942,279.16,86,100,0.04,CN,1710824592
471,revda,56.801,59.9303,268.8,64,63,2.02,RU,1710824592
472,bang saphan,11.2126,99.5117,304.8,55,15,4.22,TH,1710824592
473,vila do maio,15.1333,-23.2167,294.59,81,77,9.25,CV,1710824592
474,dabakala,8.3667,-4.4333,300.5,73,96,2.82,CI,1710824592
475,hadibu,12.65,54.0333,299.34,63,9,2.18,YE,1710824593
476,cheremushki,52.8356,91.3944,280.47,79,57,1.42,RU,1710824593
477,skwierzyna,52.5991,15.5065,272.26,77,15,1.87,PL,1710824593
478,sola,-13.8833,167.55,301.48,80,82,7.15,VU,1710824493
479,itoman,26.1247,127.6694,293.58,92,75,6.69,JP,1710824594
480,tchollire,8.4022,14.1698,297.72,22,100,0.21,CM,1710824594
481,nelson bay,-32.7167,152.15,300.18,85,2,10.28,AU,1710824594
482,ubari,26.5921,12.7805,286.83,32,0,2.3,LY,1710824594
483,kittila,67.6647,24.8936,269.23,63,0,2.06,FI,1710824595
484,saint george's,12.0564,-61.7485,299.82,79,17,7.61,GD,1710824352
485,putnok,48.3,20.4333,276.35,81,74,0.91,HU,1710824595
486,porto novo,6.4965,2.6036,301.05,87,67,2.0,BJ,1710824596
487,road town,18.4167,-64.6167,299.72,78,0,7.71,VG,1710824580
488,fedorovskiy,45.0972,40.9517,281.13,67,29,6.11,RU,1710824596
489,harper,4.375,-7.7169,300.38,89,42,2.91,LR,1710824596
490,gazojak,41.1875,61.4036,288.39,39,100,6.47,TM,1710824596
491,aral,40.5156,81.2636,285.82,16,7,4.0,CN,1710824597
492,lecheng,25.1238,113.3254,286.46,78,84,2.56,CN,1710824597
493,weno,7.4515,151.8468,300.12,94,100,2.06,FM,1710824597
494,new kingman-butler,35.265,-114.0323,285.87,65,75,1.79,US,1710824597
495,kachia,9.8667,7.95,295.91,14,99,3.86,NG,1710824598
496,karaton,-6.3424,106.1045,303.81,62,46,3.08,ID,1710824598
497,lavrio,37.7145,24.0565,288.09,73,100,1.46,GR,1710824306
498,rongelap,11.1635,166.8941,300.17,80,95,6.83,MH,1710824598
499,inhapim,-19.5492,-42.12,297.48,92,79,1.11,BR,1710824599
500,piti village,13.4626,144.6933,302.64,68,75,6.17,GU,1710824599
501,hatillo,18.4863,-66.8254,298.36,83,0,2.36,PR,1710824599
502,swift current,50.2834,-107.8014,278.6,70,0,2.57,CA,1710824578
503,tarinkot,32.6268,65.8733,289.92,36,0,2.62,AF,1710824599
504,simanggang,1.2472,111.4528,303.16,79,40,1.54,MY,1710824600
505,feuchtwangen,49.1667,10.3333,279.4,93,100,0.85,DE,1710824600
506,san jose,37.3394,-121.895,288.06,80,0,3.09,US,1710824517
507,ruzayevka,54.0639,44.9509,264.41,100,100,2.73,RU,1710824600
508,miandrivazo,-19.5167,45.4667,300.62,76,8,0.53,MG,1710824601
509,santa terezinha,-29.9002,-50.0904,296.64,96,64,4.35,BR,1710824601
510,tobruk,32.0836,23.9764,287.28,79,23,6.18,LY,1710824601
511,makumbako,-8.85,34.8333,289.73,93,83,3.86,TZ,1710824601
512,richard-toll,16.4625,-15.7008,296.11,28,48,4.48,SN,1710824601
513,morozovsk,48.3539,41.8261,274.02,97,92,4.14,RU,1710824602
514,kasongo-lunda,-6.4667,16.8167,294.46,97,100,1.19,CD,1710824602
515,trondheim,63.4305,10.3951,277.2,68,54,3.17,NO,1710824573
516,margate,51.3813,1.3862,283.65,88,100,2.68,GB,1710824559
517,paramonga,-10.6667,-77.8333,295.74,85,99,3.06,PE,1710824602
518,paragominas,-2.9667,-47.4833,296.43,100,100,0.75,BR,1710824559
519,dimbokro,6.6451,-4.7048,298.16,90,13,1.44,CI,1710824603
520,boguchany,58.3814,97.4531,274.18,91,100,5.36,RU,1710824603
521,topchikha,52.8192,83.1185,273.91,88,100,4.36,RU,1710824603
522,paracuru,-3.41,-39.0306,300.99,90,92,2.76,BR,1710824604
523,birao,10.2849,22.7882,301.3,22,86,3.99,CF,1710824546
524,tarfaya,27.9358,-12.9218,290.81,93,3,6.46,MA,1710824604
525,metro,-5.1131,105.3067,304.9,57,27,1.42,ID,1710824604
526,manokwari,-0.8667,134.0833,302.09,76,100,4.95,ID,1710824604
527,nemuro,43.3236,145.575,271.61,64,26,12.31,JP,1710824605
528,lethem,3.3803,-59.7968,300.45,64,61,4.32,GY,1710824605
529,mata-utu,-13.2816,-176.1745,302.8,71,100,3.41,WF,1710824605
530,kerikeri,-35.2268,173.9474,293.66,53,9,4.46,NZ,1710824605
531,quesnel,52.9999,-122.5029,281.43,46,100,2.06,CA,1710824407
532,ciudad lazaro cardenas,17.9583,-102.2,295.43,89,43,0.1,MX,1710824558
533,guangyuan,32.442,105.823,291.37,43,100,1.46,CN,1710824606
534,morehead city,34.7229,-76.726,286.15,58,100,12.35,US,1710824606
535,jinchang,38.4953,102.1739,282.26,14,0,2.36,CN,1710824606
536,general conesa,-40.1,-64.4333,287.9,59,97,6.47,AR,1710824606
537,vallenar,-28.5708,-70.7581,292.58,60,0,0.55,CL,1710824403
538,visakhapatnam,17.69,83.2093,304.09,70,40,2.06,IN,1710824607
539,cherdyn',60.403,56.4787,265.88,78,52,3.06,RU,1710824607
540,machali,-34.1833,-70.6667,291.57,24,99,0.2,CL,1710824415
541,kolonia town,6.964,158.206,303.21,79,100,2.06,FM,1710824607
542,alo,7.4178,6.7371,300.46,71,100,1.38,NG,1710824608
543,mukalla,14.5425,49.1242,299.12,66,69,3.03,YE,1710824608
544,gizo,-8.103,156.8419,302.52,71,65,3.03,SB,1710824608
545,suoyarvi,62.0833,32.35,260.29,98,68,0.67,RU,1710824608
546,puerto real,36.5282,-6.1901,290.24,88,0,2.06,ES,1710824421
547,kismayo,-0.3582,42.5454,302.1,69,33,4.48,SO,1710824609
548,medina,24.4686,39.6142,292.39,77,40,0.0,SA,1710824609
549,vadodara,22.3,73.2,302.13,23,5,1.54,IN,1710824609
550,uyar,55.81,94.3153,273.74,89,75,5.23,RU,1710824609
551,tefe,-3.3542,-64.7114,296.66,99,100,2.12,BR,1710824604
552,bela vista,-22.1089,-56.5211,300.48,57,6,2.18,BR,1710824164
553,keflavik,64.0049,-22.5624,273.39,80,75,10.29,IS,1710824610
554,goz beida,13.95,20.55,295.53,23,58,4.16,TD,1710824610
555,novyy urgal,51.0736,132.5642,264.88,68,93,0.64,RU,1710824610
556,fort mcmurray,56.7268,-111.381,265.92,62,75,7.72,CA,1710824610
557,mangrol,21.1167,70.1167,303.23,30,98,0.93,IN,1710824610
558,fada,9.5667,8.3,295.3,15,99,2.66,NG,1710824611
559,kristiansund,63.1115,7.732,278.51,56,40,2.06,NO,1710824611
